I, 31
I, 12
I, 32
I, 53
I, 22
I, 18
I, 23
I, 93
I, 64
I, 66
I, 79
I, 50
I, 55
I, 59
I, 36
I, 22
I, 42
I, 14
I, 81
I, 31
I, 30
I, 14
I, 71
I, 82
I, 78
I, 36
I, 66
I, 33
I, 17
I, 69
I, 47
I, 16
I, 58
I, 22
I, 87
I, 14
I, 69
I, 82
I, 63
I, 75
I, 41
I, 79
I, 59
I, 22
I, 82
I, 71
I, 89
I, 89
I, 92
I, 31
I, 25
R, 81
I, 18
I, 33
I, 33
I, 65
I, 99
I, 51
I, 32
I, 13
I, 29
I, 15
I, 35
R, 64
I, 23
I, 96
I, 48
I, 80
I, 47
I, 11
I, 21
I, 5
I, 42
I, 72
I, 80
I, 66
R, 83
I, 18
I, 93
I, 51
I, 17
I, 0
I, 38
I, 75
I, 88
I, 16
I, 82
I, 17
I, 50
I, 15
I, 91
I, 72
I, 14
I, 7
I, 24
I, 66
I, 78
I, 60
I, 82
I, 32
I, 48
I, 70
I, 18
I, 25
I, 45
I, 21
I, 29
I, 43
I, 46
I, 89
I, 88
I, 81
I, 19
I, 50
I, 77
I, 13
I, 34
I, 90
I, 37
I, 12
I, 81
I, 34
I, 51
I, 28
I, 9
I, 45
I, 11
I, 91
I, 64
I, 50
I, 51
R, 14
R, 11
I, 99
I, 37
I, 13
I, 57
I, 66
I, 47
I, 55
I, 98
I, 49
I, 87
I, 15
I, 68
I, 24
I, 21
R, 10
I, 80
I, 56
I, 11
I, 13
I, 49
I, 80
I, 3
I, 92
I, 68
I, 9
I, 93
I, 20
I, 70
I, 17
I, 62
I, 39
I, 81
I, 13
I, 80
I, 93
R, 73
I, 10
I, 88
I, 46
I, 55
I, 40
I, 34
R, 61
I, 61
I, 81
I, 18
I, 1
I, 26
I, 96
I, 54
I, 78
I, 71
I, 91
R, 72
I, 69
I, 11
I, 55
I, 19
I, 58
I, 85
I, 27
I, 21
I, 88
R, 54
I, 9
I, 12
I, 33
I, 21
I, 26
I, 64
I, 8
I, 79
R, 84
I, 52
I, 94
I, 64
I, 97
I, 45
I, 40
I, 7
I, 71
I, 12
I, 62
I, 77
I, 73
I, 74
I, 62
I, 78
I, 22
I, 52
I, 32
I, 47
I, 67
I, 85
I, 17
I, 38
I, 66
I, 23
I, 50
I, 23
I, 57
I, 5
I, 79
I, 27
I, 89
I, 0
I, 66
I, 78
I, 70
I, 56
I, 9
I, 40
I, 28
I, 81
I, 19
R, 65
I, 6
I, 66
R, 72
I, 83
R, 34
I, 10
I, 93
I, 1
I, 48
I, 19
I, 58
I, 1
R, 48
I, 76
I, 13
I, 41
I, 18
I, 10
I, 53
R, 8
R, 46
I, 24
I, 8
I, 81
I, 24
I, 37
I, 16
I, 83
I, 1
I, 55
I, 9
I, 53
I, 44
I, 0
I, 8
I, 66
I, 4
I, 31
I, 25
I, 51
I, 5
I, 45
I, 22
I, 26
I, 9
R, 61
I, 47
I, 35
I, 3
I, 98
I, 77
I, 33
I, 40
I, 12
I, 28
R, 87
I, 8
I, 58
I, 3
I, 83
I, 16
I, 85
I, 96
I, 33
R, 20
R, 78
I, 82
R, 47
I, 37
R, 15
I, 41
I, 10
I, 6
I, 96
R, 4
I, 66
I, 97
I, 51
I, 33
I, 17
I, 87
I, 65
I, 58
R, 69
I, 47
I, 45
I, 22
I, 0
R, 6
I, 31
I, 42
I, 34
I, 90
I, 26
I, 56
I, 20
I, 50
I, 1
I, 21
I, 79
I, 32
I, 88
I, 91
I, 57
I, 49
R, 70
I, 83
I, 93
I, 52
R, 51
I, 16
R, 98
I, 26
I, 33
R, 62
I, 92
I, 39
I, 52
I, 71
I, 63
I, 33
I, 54
R, 46
I, 27
I, 40
I, 97
I, 77
I, 12
R, 34
I, 26
I, 60
I, 1
R, 86
I, 44
I, 63
I, 89
I, 68
I, 83
I, 30
I, 53
I, 17
I, 53
I, 3
I, 47
I, 64
I, 5
I, 22
I, 43
I, 87
R, 61
I, 45
I, 13
I, 43
I, 72
I, 68
I, 2
I, 82
I, 28
I, 63
I, 38
I, 60
I, 17
I, 53
I, 92
I, 95
I, 9
I, 88
I, 73
I, 36
I, 23
I, 5
I, 22
I, 32
R, 90
I, 69
I, 41
I, 35
I, 21
I, 40
I, 77
I, 68
I, 54
R, 10
I, 36
I, 30
I, 30
R, 3
I, 6
R, 35
I, 17
R, 36
I, 11
I, 7
I, 0
I, 74
I, 22
I, 63
R, 86
I, 41
I, 0
I, 68
I, 1
I, 66
I, 53
I, 45
R, 87
I, 62
I, 20
I, 64
I, 5
I, 86
I, 17
I, 60
I, 20
I, 27
I, 16
I, 29
I, 18
I, 95
I, 41
I, 25
I, 81
I, 42
I, 86
I, 49
I, 14
I, 18
I, 6
I, 99
I, 11
R, 45
R, 38
I, 25
I, 6
I, 67
I, 36
I, 11
I, 17
I, 0
I, 39
I, 74
I, 24
I, 7
I, 9
I, 53
I, 6
I, 56
I, 94
I, 27
I, 35
I, 36
I, 20
R, 87
I, 9
I, 50
I, 7
I, 57
I, 64
I, 7
I, 59
I, 21
R, 8
I, 74
I, 86
I, 15
I, 54
R, 65
I, 46
R, 96
I, 50
I, 80
I, 23
I, 86
I, 36
I, 26
I, 74
I, 46
R, 75
R, 62
R, 14
R, 55
I, 35
I, 73
I, 18
I, 69
R, 19
R, 61
I, 64
I, 3
I, 77
R, 92
I, 46
R, 62
I, 39
I, 56
I, 24
I, 97
I, 50
I, 21
I, 97
I, 81
I, 12
I, 81
I, 14
I, 22
I, 49
I, 46
I, 61
I, 57
R, 53
R, 13
I, 82
I, 1
I, 80
I, 8
I, 29
R, 34
I, 5
I, 4
I, 46
I, 61
R, 53
I, 55
I, 39
I, 72
I, 58
I, 78
I, 72
I, 86
I, 32
I, 4
I, 99
R, 63
I, 32
I, 60
I, 34
I, 10
I, 69
I, 54
I, 1
I, 18
I, 85
I, 87
I, 17
I, 7
I, 97
I, 2
R, 13
I, 66
I, 95
I, 46
I, 92
I, 14
I, 17
I, 12
I, 65
I, 20
I, 66
R, 86
I, 35
R, 53
R, 27
I, 94
I, 4
I, 61
I, 98
I, 66
I, 30
R, 88
I, 54
I, 24
I, 59
R, 85
I, 89
R, 76
I, 4
I, 75
I, 31
I, 79
I, 58
I, 69
I, 3
I, 88
I, 46
I, 54
I, 76
I, 21
I, 64
I, 98
R, 62
I, 89
I, 65
I, 32
R, 8
R, 85
I, 68
I, 16
I, 12
I, 33
I, 30
I, 3
I, 69
R, 19
I, 86
I, 37
I, 9
I, 83
R, 45
I, 69
I, 94
R, 29
R, 22
I, 72
I, 79
I, 76
I, 8
I, 85
I, 67
I, 78
I, 40
I, 23
I, 96
I, 64
I, 7
R, 17
R, 41
I, 89
I, 96
R, 97
I, 39
I, 90
I, 97
I, 19
I, 41
I, 96
R, 76
I, 81
R, 67
R, 34
I, 18
I, 17
I, 20
R, 10
I, 95
I, 33
I, 67
I, 97
I, 92
I, 30
I, 15
R, 25
I, 14
I, 42
R, 24
I, 59
R, 55
I, 72
I, 43
I, 35
I, 0
R, 2
R, 62
I, 60
I, 79
R, 14
I, 4
I, 8
I, 15
I, 55
I, 15
I, 72
I, 23
I, 19
I, 20
R, 53
I, 50
I, 43
R, 55
I, 87
I, 71
I, 27
R, 81
I, 51
I, 75
I, 35
I, 59
R, 92
I, 7
I, 31
I, 33
I, 80
R, 49
R, 63
I, 38
I, 68
I, 68
I, 92
R, 62
I, 6
R, 38
I, 29
I, 91
I, 69
I, 41
R, 43
I, 35
I, 63
I, 93
I, 24
I, 29
I, 32
I, 40
I, 41
I, 23
I, 95
I, 40
I, 15
I, 28
I, 60
I, 13
R, 0
I, 83
I, 5
I, 27
I, 46
I, 47
I, 36
R, 45
I, 76
I, 36
I, 44
I, 78
I, 13
I, 70
I, 21
I, 84
I, 34
I, 85
R, 22
R, 20
I, 39
I, 25
R, 71
I, 60
I, 59
I, 38
I, 53
I, 0
I, 35
I, 18
I, 36
I, 35
I, 62
I, 77
I, 19
I, 78
I, 59
I, 44
I, 96
R, 42
I, 20
R, 18
I, 82
I, 23
I, 53
I, 19
I, 57
I, 48
I, 13
I, 27
R, 95
I, 67
I, 90
R, 86
R, 99
I, 16
R, 99
I, 27
I, 74
I, 75
I, 90
I, 37
I, 80
I, 94
I, 78
I, 58
I, 68
I, 69
I, 51
I, 19
I, 84
R, 87
I, 5
R, 25
I, 88
I, 65
R, 42
I, 49
I, 40
I, 67
I, 84
I, 5
I, 31
I, 65
I, 24
I, 8
R, 73
R, 71
I, 9
R, 39
I, 69
I, 70
R, 19
I, 62
I, 33
I, 25
I, 94
I, 85
I, 30
R, 36
R, 15
I, 44
I, 49
I, 62
I, 49
I, 54
R, 40
I, 57
I, 17
I, 65
R, 67
I, 68
R, 34
I, 5
I, 66
I, 94
I, 32
R, 2
I, 11
R, 15
R, 73
I, 28
I, 13
I, 24
R, 9
I, 94
I, 27
R, 33
I, 41
I, 84
I, 24
I, 39
R, 94
R, 27
I, 56
I, 57
I, 2
I, 31
R, 34
I, 65
I, 65
R, 28
I, 79
I, 20
I, 38
I, 7
I, 27
I, 34
I, 60
I, 39
I, 96
I, 23
I, 14
I, 7
I, 47
I, 66
R, 96
I, 10
I, 86
I, 41
I, 37
I, 2
I, 12
I, 15
I, 85
I, 67
I, 86
I, 18
I, 58
I, 66
I, 83
I, 20
I, 24
I, 96
I, 59
I, 90
I, 61
I, 40
I, 34
I, 18
R, 3
I, 8
I, 84
I, 2
I, 94
I, 98
R, 79
I, 68
I, 74
R, 19
I, 27
R, 47
I, 94
I, 61
I, 98
I, 33
R, 35
I, 7
I, 39
I, 4
I, 51
I, 8
I, 18
I, 70
I, 91
R, 88
I, 35
I, 97
I, 60
I, 31
R, 5
I, 87
I, 16
I, 68
I, 99
I, 52
I, 20
I, 88
I, 93
I, 96
I, 90
I, 10
R, 67
I, 78
R, 19
I, 10
I, 37
I, 44
I, 53
I, 85
R, 42
I, 40
I, 62
R, 96
R, 99
I, 39
I, 19
I, 32
I, 88
I, 60
I, 92
I, 62
R, 56
I, 42
I, 10
I, 0
I, 42
I, 11
I, 47
I, 81
R, 48
R, 65
I, 55
I, 12
I, 22
I, 38
I, 15
I, 77
R, 35
R, 38
I, 8
R, 89
R, 48
I, 69
R, 20
I, 12
I, 10
R, 73
I, 24
I, 16
I, 47
I, 58
I, 10
I, 23
I, 9
I, 98
I, 61
R, 64
R, 94
I, 15
I, 81
I, 51
I, 80
I, 93
I, 41
I, 39
I, 15
I, 66
R, 89
I, 25
I, 53
I, 93
I, 31
I, 10
I, 37
R, 6
I, 6
I, 36
I, 66
R, 97
I, 85
I, 47
I, 1
I, 79
I, 73
I, 63
I, 89
R, 35
I, 10
I, 44
I, 14
I, 46
R, 80
R, 96
I, 8
I, 49
R, 88
I, 51
R, 75
I, 87
I, 50
R, 2
I, 10
I, 30
I, 24
I, 94
I, 27
I, 91
I, 59
R, 95
I, 17
R, 67
I, 53
I, 0
I, 96
I, 74
I, 45
I, 43
I, 33
I, 55
I, 67
R, 10
I, 50
R, 89
R, 60
I, 89
R, 38
I, 15
R, 3
I, 3
I, 40
I, 66
I, 18
I, 98
R, 83
I, 67
R, 56
R, 96
I, 69
R, 39
R, 73
I, 22
R, 47
I, 23
I, 46
I, 72
R, 40
I, 8
R, 97
I, 93
I, 89
I, 31
I, 14
I, 68
R, 35
I, 81
I, 97
I, 34
I, 61
I, 30
I, 70
R, 96
I, 64
I, 59
I, 20
I, 94
R, 17
I, 72
R, 72
I, 34
I, 53
I, 0
I, 5
I, 4
I, 82
I, 45
I, 60
I, 34
I, 7
I, 18
I, 16
I, 60
R, 21
R, 60
R, 8
I, 9
R, 92
I, 69
R, 29
I, 16
R, 61
R, 48
R, 45
I, 36
I, 16
I, 70
I, 99
I, 18
I, 22
R, 13
R, 94
R, 40
I, 15
I, 5
I, 76
R, 40
I, 91
I, 1
R, 66
I, 88
R, 38
I, 62
I, 1
I, 65
R, 11
I, 23
I, 85
R, 69
R, 43
I, 58
I, 61
I, 57
R, 18
I, 91
I, 67
R, 83
I, 87
R, 0
I, 15
R, 95
I, 78
I, 15
R, 21
I, 13
I, 34
I, 23
R, 75
I, 89
I, 87
I, 3
I, 16
R, 15
I, 46
R, 73
R, 73
I, 52
R, 64
I, 27
I, 61
I, 76
I, 1
R, 70
I, 68
I, 69
I, 6
I, 2
R, 52
I, 3
I, 88
I, 3
R, 46
I, 5
I, 40
I, 13
I, 38
I, 77
R, 38
I, 14
R, 63
I, 26
I, 35
R, 61
I, 48
I, 33
I, 21
R, 15
R, 71
R, 49
I, 10
R, 70
R, 39
I, 10
R, 84
R, 92
R, 95
R, 3
I, 3
I, 96
I, 7
I, 27
R, 60
R, 39
I, 96
I, 32
I, 39
I, 1
I, 14
R, 27
I, 6
R, 81
R, 73
I, 94
I, 50
I, 36
I, 83
R, 45
I, 26
R, 30
I, 61
R, 9
I, 6
I, 85
I, 6
I, 47
I, 11
I, 29
I, 65
I, 8
I, 89
R, 15
I, 23
I, 97
R, 69
R, 23
R, 93
I, 18
R, 83
I, 89
I, 8
I, 87
R, 75
I, 22
I, 16
R, 59
R, 3
I, 89
I, 35
R, 96
R, 9
I, 99
I, 36
R, 77
R, 40
R, 96
I, 43
I, 21
R, 9
R, 64
R, 79
R, 80
R, 53
I, 80
I, 84
I, 24
I, 16
R, 86
I, 96
I, 17
I, 67
I, 56
R, 72
R, 62
R, 38
I, 89
I, 84
I, 61
R, 24
R, 41
I, 10
I, 28
I, 0
I, 86
I, 20
R, 31
I, 35
I, 73
R, 24
I, 71
I, 14
R, 1
R, 20
I, 16
I, 91
I, 47
R, 71
I, 40
R, 37
I, 19
I, 95
I, 48
R, 69
I, 2
I, 53
I, 90
I, 49
I, 31
R, 51
I, 69
I, 5
I, 19
I, 11
I, 24
I, 16
R, 0
I, 73
I, 42
I, 53
I, 84
I, 20
I, 98
R, 75
R, 26
R, 54
I, 69
R, 14
R, 57
I, 59
R, 48
I, 7
R, 34
I, 19
R, 49
I, 58
I, 0
R, 96
R, 96
I, 28
I, 57
I, 79
R, 31
I, 2
I, 15
I, 40
I, 74
R, 65
I, 44
R, 89
I, 26
I, 94
R, 47
R, 0
I, 15
I, 57
I, 58
I, 38
R, 99
R, 51
I, 89
R, 26
I, 82
I, 43
I, 13
I, 31
I, 25
R, 92
I, 50
R, 49
I, 47
I, 61
I, 84
R, 17
R, 33
I, 38
R, 36
I, 0
I, 15
R, 47
R, 65
R, 5
I, 96
I, 3
I, 85
I, 40
I, 4
R, 45
I, 1
I, 17
I, 26
I, 47
R, 15
I, 54
I, 52
I, 4
I, 60
I, 39
I, 10
I, 29
I, 36
I, 62
R, 0
I, 5
R, 91
I, 11
I, 43
R, 10
I, 57
R, 2
I, 96
I, 60
R, 15
R, 1
I, 15
I, 72
R, 76
I, 20
I, 63
I, 43
I, 96
R, 34
R, 85
I, 73
R, 54
I, 31
I, 3
I, 1
I, 57
R, 97
I, 11
R, 20
R, 71
I, 97
I, 62
I, 92
R, 72
R, 97
I, 75
I, 87
I, 77
R, 65
R, 22
I, 1
I, 96
I, 2
I, 51
I, 42
I, 10
R, 30
I, 67
I, 84
R, 79
R, 26
R, 77
R, 23
I, 20
I, 58
R, 67
R, 94
R, 18
I, 5
I, 69
I, 22
I, 58
I, 24
I, 35
R, 29
I, 90
R, 16
I, 33
I, 15
R, 67
I, 18
I, 12
R, 69
I, 18
I, 85
I, 29
I, 8
I, 39
I, 73
I, 15
I, 28
R, 28
I, 32
I, 25
R, 22
R, 82
R, 47
I, 13
R, 97
R, 38
I, 14
R, 5
I, 94
I, 39
R, 28
I, 79
R, 5
I, 29
I, 8
R, 69
I, 22
R, 29
I, 9
R, 51
I, 70
I, 51
R, 79
I, 82
R, 20
R, 34
R, 68
I, 84
I, 68
R, 22
I, 95
R, 23
I, 25
I, 12
R, 26
R, 5
R, 82
I, 50
R, 32
I, 79
R, 4
R, 49
I, 13
R, 54
R, 91
R, 47
I, 18
R, 34
R, 18
R, 44
I, 99
I, 43
I, 19
I, 78
R, 68
I, 7
I, 90
I, 34
I, 51
I, 86
I, 28
I, 88
R, 64
I, 93
R, 24
R, 39
R, 46
I, 50
I, 83
R, 74
I, 22
I, 40
R, 31
I, 69
I, 0
I, 84
R, 43
R, 33
R, 99
I, 33
R, 1
R, 29
R, 75
I, 64
R, 40
I, 48
I, 97
I, 20
I, 89
R, 98
R, 83
I, 16
I, 74
I, 60
R, 0
I, 36
I, 48
I, 6
R, 77
R, 55
I, 94
R, 76
I, 10
R, 80
R, 66
I, 79
I, 38
I, 1
R, 10
I, 52
I, 19
I, 77
I, 57
I, 89
R, 45
I, 15
I, 77
R, 28
I, 71
I, 2
R, 56
I, 66
I, 48
I, 10
R, 10
R, 29
R, 73
I, 86
I, 68
I, 18
R, 17
R, 80
I, 79
I, 14
I, 83
I, 86
I, 21
I, 13
R, 99
I, 4
R, 30
I, 8
R, 55
R, 37
I, 67
I, 68
I, 46
R, 75
I, 89
I, 59
I, 64
R, 59
I, 98
R, 3
I, 59
I, 93
I, 87
I, 94
R, 73
I, 62
I, 99
I, 97
I, 93
R, 87
R, 70
R, 99
I, 98
I, 95
R, 24
I, 7
R, 86
I, 12
R, 39
I, 88
R, 8
I, 93
R, 8
R, 5
R, 46
I, 56
I, 57
I, 7
R, 14
I, 73
R, 93
R, 59
R, 60
I, 36
I, 0
I, 22
I, 7
R, 23
I, 4
I, 35
R, 64
R, 99
R, 74
I, 41
I, 80
I, 46
I, 30
R, 60
I, 36
I, 10
I, 70
I, 22
R, 94
I, 95
R, 54
I, 85
I, 46
I, 54
R, 87
R, 16
I, 34
I, 53
I, 96
R, 16
R, 30
I, 8
I, 96
I, 94
R, 6
R, 19
R, 96
I, 51
I, 24
R, 49
I, 72
I, 6
R, 28
I, 34
R, 17
I, 81
R, 21
I, 14
R, 59
R, 33
R, 57
I, 8
R, 83
R, 94
I, 84
I, 1
R, 13
I, 63
R, 10
R, 91
I, 37
I, 46
R, 86
I, 30
R, 77
I, 61
I, 25
I, 46
I, 44
I, 36
I, 6
I, 33
I, 25
R, 69
I, 17
R, 61
R, 96
I, 41
R, 52
I, 12
R, 47
I, 89
I, 66
I, 71
I, 78
I, 71
I, 38
R, 22
I, 0
I, 7
I, 7
R, 16
I, 31
R, 64
R, 84
R, 25
R, 99
R, 99
I, 50
I, 97
R, 70
I, 13
I, 84
I, 67
I, 77
R, 64
R, 2
I, 91
R, 9
R, 35
R, 84
I, 26
I, 83
R, 59
I, 22
I, 47
I, 31
R, 60
R, 29
I, 86
I, 45
I, 49
I, 70
I, 40
R, 74
I, 77
R, 27
R, 74
R, 78
I, 57
I, 95
R, 19
I, 61
R, 88
R, 77
R, 35
I, 57
R, 43
R, 20
R, 5
R, 33
I, 23
I, 15
I, 61
I, 27
R, 65
R, 58
I, 77
I, 45
I, 66
R, 24
R, 57
I, 84
R, 77
I, 29
R, 21
R, 52
R, 41
I, 61
R, 70
R, 94
R, 18
R, 13
I, 62
I, 63
I, 3
I, 51
I, 47
R, 82
I, 24
R, 93
I, 47
R, 87
I, 93
I, 93
I, 59
I, 54
R, 33
R, 43
R, 33
R, 38
I, 7
R, 41
I, 52
I, 93
I, 26
I, 1
R, 10
I, 39
I, 13
I, 86
R, 68
R, 94
I, 42
I, 92
R, 32
R, 92
R, 88
R, 24
R, 89
I, 62
I, 44
R, 34
R, 87
R, 30
I, 10
R, 19
I, 52
I, 55
I, 52
I, 87
R, 71
R, 46
I, 65
R, 48
I, 90
I, 90
I, 27
I, 93
I, 4
I, 6
I, 3
I, 54
R, 40
R, 90
I, 30
R, 64
I, 48
R, 30
I, 16
R, 68
R, 75
I, 2
I, 16
R, 46
I, 66
I, 66
I, 69
I, 46
R, 15
R, 45
R, 18
R, 41
R, 85
I, 26
R, 41
I, 70
R, 46
R, 42
R, 62
I, 6
R, 3
I, 17
I, 29
R, 72
I, 27
R, 71
I, 67
I, 2
I, 93
I, 33
I, 56
I, 12
R, 6
I, 2
I, 80
R, 29
I, 54
R, 48
I, 48
R, 87
R, 19
I, 59
I, 97
I, 5
I, 60
I, 59
I, 10
I, 92
I, 6
R, 63
I, 17
I, 38
R, 60
I, 38
I, 69
I, 7
I, 94
I, 98
I, 84
I, 29
R, 66
I, 35
I, 25
I, 44
I, 15
R, 67
R, 56
I, 78
R, 99
I, 81
I, 63
R, 15
R, 87
R, 61
I, 70
I, 25
I, 23
I, 55
I, 69
I, 58
R, 17
I, 20
I, 34
I, 85
I, 33
I, 40
I, 14
R, 90
I, 82
I, 13
R, 3
R, 17
R, 36
I, 45
R, 41
I, 19
R, 27
R, 5
I, 96
I, 92
I, 85
R, 24
I, 19
R, 68
I, 40
I, 45
I, 92
I, 1
I, 98
R, 51
I, 95
I, 79
I, 43
I, 37
I, 64
R, 48
R, 42
I, 96
R, 21
I, 18
I, 60
R, 37
R, 97
R, 92
R, 97
R, 56
R, 77
R, 53
I, 9
R, 30
I, 39
R, 74
I, 81
I, 94
R, 64
I, 51
I, 59
R, 37
I, 40
I, 85
R, 61
R, 21
I, 97
I, 34
R, 17
I, 96
I, 23
I, 33
R, 20
I, 91
I, 69
I, 54
R, 82
I, 77
I, 39
I, 39
I, 18
I, 48
I, 15
I, 38
I, 23
R, 68
I, 65
R, 34
I, 96
I, 69
I, 42
I, 40
R, 32
I, 1
R, 72
R, 92
R, 88
R, 73
R, 66
I, 72
R, 94
I, 43
R, 40
R, 55
R, 66
R, 23
I, 6
I, 36
R, 33
R, 28
I, 58
R, 99
I, 97
R, 84
I, 96
R, 33
I, 80
R, 58
I, 45
R, 93
I, 33
I, 90
R, 49
R, 84
I, 9
R, 38
R, 74
I, 95
I, 13
I, 57
R, 33
R, 19
R, 5
I, 86
I, 18
I, 41
I, 99
I, 4
I, 9
I, 76
R, 91
R, 77
I, 87
I, 79
R, 16
I, 24
R, 77
I, 77
I, 92
I, 57
R, 95
R, 86
I, 40
I, 68
R, 79
I, 8
R, 55
R, 94
I, 17
I, 32
R, 80
R, 65
R, 18
R, 74
I, 7
I, 4
R, 78
R, 35
R, 9
I, 64
I, 33
R, 64
I, 74
I, 2
R, 23
I, 51
I, 92
I, 20
R, 81
R, 87
R, 28
R, 39
R, 33
I, 65
I, 62
I, 80
R, 84
R, 19
I, 4
I, 60
I, 11
I, 12
R, 92
I, 34
I, 87
I, 22
I, 41
I, 46
R, 17
R, 98
R, 12
R, 58
I, 64
I, 72
I, 93
R, 82
I, 75
R, 57
R, 32
R, 20
I, 51
R, 61
I, 63
I, 4
R, 25
R, 1
I, 0
I, 80
I, 26
I, 4
I, 10
R, 74
R, 54
R, 10
I, 70
I, 51
R, 99
R, 27
I, 82
I, 35
I, 63
R, 12
R, 4
R, 64
R, 75
R, 57
I, 9
R, 93
R, 20
I, 10
I, 83
I, 76
R, 7
R, 83
I, 33
I, 76
I, 46
R, 90
R, 59
R, 97
I, 25
I, 39
R, 4
I, 29
R, 88
I, 78
I, 5
R, 57
I, 68
R, 44
R, 92
I, 75
R, 23
I, 87
R, 12
R, 86
R, 75
R, 61
R, 83
I, 17
R, 53
R, 1
R, 90
R, 41
I, 90
R, 26
I, 91
R, 11
I, 26
R, 53
I, 1
R, 39
I, 19
R, 88
R, 41
R, 70
I, 51
I, 45
R, 6
R, 46
I, 7
I, 14
R, 74
I, 46
R, 41
I, 57
R, 49
I, 64
R, 68
I, 20
R, 32
I, 40
R, 45
I, 96
R, 43
I, 77
R, 25
R, 55
I, 55
R, 93
R, 9
I, 40
I, 0
I, 99
R, 12
R, 6
I, 59
R, 2
I, 33
I, 19
I, 59
I, 71
I, 87
R, 75
R, 26
I, 16
I, 48
I, 89
R, 64
I, 68
R, 98
I, 63
I, 77
I, 62
R, 90
R, 47
R, 37
I, 56
R, 68
R, 27
I, 65
R, 47
R, 2
I, 35
R, 97
R, 54
I, 32
I, 45
I, 30
R, 91
I, 24
R, 92
R, 79
I, 47
I, 89
I, 58
I, 92
R, 38
I, 15
R, 84
I, 99
R, 7
I, 11
I, 15
I, 3
R, 90
R, 64
R, 87
I, 18
R, 61
R, 62
I, 0
I, 32
I, 31
I, 30
I, 58
R, 48
R, 70
R, 78
R, 57
I, 12
R, 68
R, 71
R, 43
R, 60
R, 55
R, 56
I, 94
I, 16
R, 56
R, 9
I, 80
I, 41
I, 32
I, 1
I, 2
I, 6
I, 53
I, 74
I, 40
I, 43
R, 95
I, 89
I, 31
I, 98
R, 49
R, 88
I, 66
I, 81
R, 7
R, 79
R, 92
I, 4
I, 29
I, 31
I, 40
R, 31
R, 43
R, 46
R, 20
R, 98
R, 6
R, 44
I, 55
I, 72
R, 36
R, 68
R, 53
R, 50
I, 94
R, 14
I, 21
I, 27
R, 76
R, 22
I, 82
R, 80
I, 48
I, 96
R, 59
I, 49
R, 17
I, 42
I, 8
R, 97
R, 43
R, 21
R, 43
I, 9
R, 28
R, 87
I, 73
R, 42
I, 23
I, 32
R, 32
R, 27
I, 58
I, 67
I, 4
R, 17
I, 81
R, 14
I, 36
R, 0
R, 49
I, 80
I, 22
R, 34
I, 24
I, 52
R, 81
R, 80
I, 54
I, 9
R, 70
I, 30
I, 53
R, 76
R, 10
I, 51
R, 4
R, 28
R, 3
R, 11
I, 39
R, 43
R, 80
R, 43
I, 90
